customer_id,first_purchase,last_purchase,frequency,monetary,average_order_value,recency_days,tenure_days,r_score,f_score,m_score,rfm_score,business_segment,kmeans_cluster
15297,2011-10-07 09:42:00,2011-11-29 16:32:00,3,641.94,213.98000000000002,10,53,4,3,2,9,Loyal Customers,1
15298,2010-12-08 13:55:00,2011-12-07 17:17:00,12,4799.9,399.9916666666666,2,364,4,4,4,12,Champions,1
15299,2010-12-02 16:48:00,2011-10-03 14:19:00,7,4507.01,643.8585714285715,67,304,2,4,4,10,At Risk,1
15300,2011-10-06 17:08:00,2011-10-06 17:08:00,1,496.44,496.44,64,0,2,1,2,5,Other,0
15301,2010-12-06 12:21:00,2011-10-20 09:57:00,12,5049.95,420.82916666666665,51,317,2,4,4,10,At Risk,1
15303,2011-02-22 13:59:00,2011-02-22 13:59:00,1,574.02,574.02,290,0,1,1,2,4,Other,0
15304,2010-12-06 11:42:00,2011-10-10 10:23:00,8,694.4,86.8,61,307,2,4,3,9,At Risk,1
15306,2011-07-14 15:22:00,2011-10-06 12:56:00,3,1174.35,391.45,64,83,2,3,3,8,At Risk,0
15307,2011-09-05 11:38:00,2011-09-05 11:38:00,1,205.3,205.3,96,0,2,1,1,4,Other,0
15308,2011-03-10 13:08:00,2011-03-10 13:08:00,1,310.46999999999997,310.46999999999997,274,0,1,1,2,4,Other,0
15311,2010-12-01 09:41:00,2011-12-09 12:00:00,91,60632.75,666.2939560439561,1,373,4,4,4,12,Champions,1
15312,2010-12-20 12:51:00,2011-09-25 13:10:00,4,924.85,231.2125,75,279,2,3,3,8,At Risk,0
15313,2011-08-21 16:02:00,2011-08-21 16:02:00,1,52.0,52.0,110,0,2,1,1,4,Other,0
15314,2011-05-24 14:39:00,2011-05-24 14:39:00,1,327.97,327.97,199,0,1,1,2,4,Other,0
15315,2011-08-15 15:17:00,2011-10-06 12:51:00,2,570.5,285.25,64,51,2,2,2,6,Other,0
15316,2011-01-17 11:34:00,2011-01-17 11:34:00,1,165.0,165.0,327,0,1,1,1,3,Other,0
15318,2011-12-06 11:30:00,2011-12-06 11:30:00,1,312.62,312.62,4,0,4,1,2,7,New / Promising,0
15319,2011-03-01 12:48:00,2011-03-01 12:48:00,1,204.5,204.5,284,0,1,1,1,3,Other,0
15320,2011-10-26 13:27:00,2011-10-26 13:27:00,1,267.13,267.13,44,0,3,1,1,5,New / Promising,0
15321,2011-02-21 11:10:00,2011-09-30 09:40:00,3,2748.31,916.1033333333334,71,220,2,3,4,9,At Risk,1
15322,2011-09-15 09:34:00,2011-09-15 09:34:00,1,679.68,679.68,86,0,2,1,3,6,Other,0
15325,2011-08-28 11:55:00,2011-08-28 11:55:00,1,161.74,161.74,104,0,2,1,1,4,Other,0
15326,2011-01-10 11:38:00,2011-01-10 11:38:00,1,311.71,311.71,334,0,1,1,2,4,Other,0
15327,2011-10-18 11:55:00,2011-10-18 11:55:00,1,208.75,208.75,53,0,2,1,1,4,Other,0
15329,2011-06-21 10:37:00,2011-10-31 15:36:00,3,1049.7,349.90000000000003,39,132,3,3,3,9,Loyal Customers,0
15330,2011-10-10 12:30:00,2011-11-07 17:50:00,2,714.96,357.48,32,28,3,2,3,8,New / Promising,0
15332,2010-12-05 12:00:00,2010-12-08 14:43:00,4,1661.06,415.265,366,3,1,3,4,8,At Risk,0
15333,2011-05-15 13:27:00,2011-05-15 13:27:00,1,1028.56,1028.56,208,0,1,1,3,5,Other,0
15334,2011-06-19 13:51:00,2011-07-06 11:22:00,3,350.82,116.94,157,16,1,3,2,6,At Risk,0
15335,2011-10-17 12:50:00,2011-10-17 12:50:00,1,170.22,170.22,54,0,2,1,1,4,Other,0
15339,2011-01-25 13:15:00,2011-10-04 12:51:00,2,574.0699999999999,287.03499999999997,66,251,2,2,2,6,Other,0
15341,2011-09-20 09:40:00,2011-09-20 09:40:00,1,2020.52,2020.52,81,0,2,1,4,7,High Value,0
15342,2011-08-02 10:19:00,2011-08-02 10:19:00,1,406.09,406.09,130,0,2,1,2,5,Other,0
15343,2011-09-13 13:55:00,2011-09-13 13:55:00,1,364.5,364.5,87,0,2,1,2,5,Other,0
15344,2011-09-26 14:48:00,2011-12-09 10:45:00,3,563.9399999999999,187.98,1,73,4,3,2,9,Loyal Customers,1
15345,2011-10-25 11:28:00,2011-10-25 11:28:00,1,393.54,393.54,46,0,3,1,2,6,New / Promising,0
15346,2011-01-11 11:18:00,2011-01-11 11:18:00,1,252.42000000000002,252.42000000000002,333,0,1,1,1,3,Other,0
15347,2010-12-08 15:25:00,2010-12-08 15:25:00,1,201.60000000000002,201.60000000000002,366,0,1,1,1,3,Other,0
15348,2011-09-28 13:17:00,2011-09-28 13:17:00,1,158.04,158.04,72,0,2,1,1,4,Other,0
15349,2011-06-05 15:46:00,2011-07-04 16:06:00,2,463.90999999999997,231.95499999999998,158,29,1,2,2,5,Other,0
15350,2010-12-01 13:33:00,2010-12-01 13:33:00,1,115.65,115.65,373,0,1,1,1,3,Other,0
15351,2010-12-05 11:49:00,2011-11-27 12:52:00,7,1934.6600000000003,276.38000000000005,12,357,4,4,4,12,Champions,1
15353,2010-12-07 11:49:00,2011-03-30 12:15:00,2,770.12,385.06,255,113,1,2,3,6,Other,0
15355,2011-10-17 15:22:00,2011-11-10 13:44:00,2,277.05,138.525,29,23,3,2,1,6,New / Promising,0
15356,2010-12-06 14:05:00,2011-11-08 13:11:00,10,2718.03,271.803,31,336,3,4,4,11,Loyal Customers,1
15358,2010-12-09 10:04:00,2011-12-05 09:04:00,22,8347.2,379.41818181818184,5,360,4,4,4,12,Champions,1
15360,2011-10-31 09:35:00,2011-10-31 09:35:00,1,427.93,427.93,40,0,3,1,2,6,New / Promising,0
15361,2010-12-13 09:52:00,2010-12-13 09:52:00,1,418.92,418.92,362,0,1,1,2,4,Other,0
15363,2010-12-02 12:28:00,2010-12-02 12:28:00,1,326.0,326.0,373,0,1,1,2,4,Other,0
15364,2011-03-30 13:39:00,2011-09-05 09:46:00,2,913.19,456.595,96,158,2,2,3,7,Other,0
15365,2011-01-28 13:08:00,2011-11-14 08:29:00,7,2314.32,330.6171428571429,26,289,3,4,4,11,Loyal Customers,1
15366,2010-12-16 15:59:00,2011-09-25 15:01:00,2,602.51,301.255,75,282,2,2,2,6,Other,0
15367,2011-03-09 13:53:00,2011-10-13 14:13:00,4,1877.5900000000001,469.39750000000004,57,218,2,3,4,9,At Risk,1
15368,2011-11-18 14:42:00,2011-11-18 14:42:00,1,446.94000000000005,446.94000000000005,21,0,3,1,2,6,New / Promising,0
15370,2011-01-11 11:32:00,2011-10-30 10:58:00,7,2386.05,340.86428571428576,41,291,3,4,4,11,Loyal Customers,1
15372,2011-07-25 16:39:00,2011-07-25 16:39:00,1,2007.3999999999999,2007.3999999999999,137,0,2,1,4,7,High Value,0
15373,2010-12-03 14:40:00,2011-12-01 15:05:00,12,2415.91,201.32583333333332,8,363,4,4,4,12,Champions,1
15374,2011-08-03 09:59:00,2011-08-03 09:59:00,1,168.0,168.0,129,0,2,1,1,4,Other,0
15376,2011-05-01 13:45:00,2011-10-30 15:04:00,3,1221.56,407.18666666666667,40,182,3,3,3,9,Loyal Customers,1
15379,2010-12-16 13:02:00,2011-06-23 13:13:00,7,3703.29,529.0414285714286,169,189,1,4,4,9,At Risk,1
15380,2010-12-09 15:01:00,2011-12-01 12:13:00,5,1690.2600000000002,338.052,9,356,4,4,4,12,Champions,1
15381,2011-03-16 13:44:00,2011-05-10 11:55:00,2,596.8499999999999,298.42499999999995,214,54,1,2,2,5,Other,0
15382,2011-02-17 12:01:00,2011-11-25 10:58:00,6,5955.71,992.6183333333333,15,280,4,4,4,12,Champions,1
15384,2010-12-15 11:34:00,2011-06-23 10:57:00,2,642.41,321.205,170,189,1,2,2,5,Other,0
15385,2011-10-30 15:11:00,2011-10-30 15:11:00,1,316.88,316.88,40,0,3,1,2,6,New / Promising,0
15386,2011-06-06 13:47:00,2011-06-06 13:47:00,1,394.14,394.14,186,0,1,1,2,4,Other,0
15388,2011-03-14 13:53:00,2011-03-14 13:53:00,1,140.54,140.54,270,0,1,1,1,3,Other,0
15389,2011-06-20 16:18:00,2011-06-20 16:18:00,1,500.0,500.0,172,0,1,1,2,4,Other,0
15392,2010-12-14 15:50:00,2011-12-05 11:01:00,4,1535.53,383.8825,5,355,4,3,3,10,Loyal Customers,1
15393,2011-03-03 16:58:00,2011-11-23 16:48:00,2,231.86,115.93,16,264,4,2,1,7,New / Promising,0
15394,2010-12-16 12:46:00,2011-11-30 11:49:00,4,2183.54,545.885,10,348,4,3,4,11,Loyal Customers,1
15395,2011-01-18 12:40:00,2011-01-18 12:40:00,1,107.45,107.45,326,0,1,1,1,3,Other,0
15396,2011-08-19 10:56:00,2011-08-19 10:56:00,1,288.18,288.18,113,0,2,1,1,4,Other,0
15397,2011-02-23 09:25:00,2011-02-23 09:25:00,1,94.0,94.0,290,0,1,1,1,3,Other,0
15398,2011-09-22 14:56:00,2011-11-23 16:47:00,2,1345.5300000000002,672.7650000000001,16,62,4,2,3,9,New / Promising,1
15399,2011-09-21 15:57:00,2011-12-08 13:04:00,3,815.77,271.92333333333335,1,77,4,3,3,10,Loyal Customers,1
15400,2011-03-06 11:27:00,2011-09-08 13:57:00,5,716.2,143.24,92,186,2,4,3,9,At Risk,0
15402,2011-05-27 13:32:00,2011-07-14 12:17:00,2,626.77,313.385,149,47,1,2,2,5,Other,0
15405,2011-06-03 14:44:00,2011-06-03 14:44:00,1,349.1,349.1,189,0,1,1,2,4,Other,0
15406,2011-02-11 16:19:00,2011-11-08 13:22:00,2,510.71000000000004,255.35500000000002,31,269,3,2,2,7,New / Promising,0
15407,2011-02-07 13:18:00,2011-11-06 11:55:00,4,1046.74,261.685,34,271,3,3,3,9,Loyal Customers,1
15408,2011-03-20 15:02:00,2011-03-20 15:02:00,1,267.18,267.18,264,0,1,1,1,3,Other,0
15410,2011-03-23 10:15:00,2011-09-16 14:47:00,8,3450.84,431.355,84,177,2,4,4,10,At Risk,1
15411,2011-06-10 12:30:00,2011-11-13 15:19:00,4,1348.93,337.2325,26,156,3,3,3,9,Loyal Customers,1
15412,2011-06-21 15:24:00,2011-06-21 15:24:00,1,190.53,190.53,171,0,1,1,1,3,Other,0
15414,2011-04-11 13:45:00,2011-11-30 09:50:00,3,774.9000000000001,258.3,10,232,4,3,3,10,Loyal Customers,1
15415,2011-01-30 14:13:00,2011-01-30 14:13:00,1,559.61,559.61,313,0,1,1,2,4,Other,0
15416,2011-03-02 08:41:00,2011-10-06 09:38:00,4,3984.32,996.08,65,218,2,3,4,9,At Risk,1
15417,2011-09-15 15:26:00,2011-09-15 15:26:00,1,508.8,508.8,85,0,2,1,2,5,Other,0
15419,2011-11-15 09:23:00,2011-11-15 09:23:00,1,135.85999999999999,135.85999999999999,25,0,3,1,1,5,New / Promising,0
15421,2011-02-02 14:36:00,2011-10-12 09:20:00,4,950.36,237.59,59,251,2,3,3,8,At Risk,0
15422,2011-01-20 14:17:00,2011-01-20 16:17:00,2,97.7,48.85,323,0,1,2,1,4,Other,0
15423,2011-11-01 14:01:00,2011-11-01 14:01:00,1,43.5,43.5,38,0,3,1,1,5,New / Promising,0
15424,2011-03-30 13:00:00,2011-03-30 13:02:00,2,383.34000000000003,191.67000000000002,254,0,1,2,2,5,Other,0
15426,2010-12-05 13:55:00,2011-11-20 15:36:00,5,1404.07,280.81399999999996,19,350,3,4,3,10,Loyal Customers,1
15427,2011-10-23 14:47:00,2011-11-06 14:29:00,3,1430.54,476.84666666666664,33,13,3,3,3,9,Loyal Customers,1
15428,2011-11-24 16:54:00,2011-11-24 16:54:00,1,93.78,93.78,15,0,4,1,1,6,New / Promising,0
15429,2011-09-25 13:42:00,2011-11-13 12:28:00,2,397.35,198.675,27,48,3,2,2,7,New / Promising,0
15432,2011-11-16 16:30:00,2011-11-16 16:30:00,1,171.19,171.19,23,0,3,1,1,5,New / Promising,0
15433,2011-03-17 14:12:00,2011-05-10 10:45:00,2,533.3,266.65,214,53,1,2,2,5,Other,0
15434,2011-05-23 14:18:00,2011-12-01 13:33:00,5,1041.48,208.296,8,191,4,4,3,11,Champions,1
15435,2011-11-17 16:39:00,2011-11-17 16:39:00,1,149.29,149.29,22,0,3,1,1,5,New / Promising,0
15436,2011-04-19 16:52:00,2011-11-27 16:05:00,3,1067.75,355.9166666666667,12,221,4,3,3,10,Loyal Customers,1
15437,2011-03-22 13:11:00,2011-03-22 13:11:00,1,200.16,200.16,262,0,1,1,1,3,Other,0
15438,2011-07-31 14:19:00,2011-07-31 14:19:00,1,156.58,156.58,131,0,2,1,1,4,Other,0
15440,2011-05-15 11:30:00,2011-10-16 12:16:00,3,383.68,127.89333333333333,55,154,2,3,2,7,At Risk,0
15442,2011-04-05 12:24:00,2011-04-05 12:24:00,1,594.0,594.0,249,0,1,1,2,4,Other,0
15443,2011-01-23 13:25:00,2011-12-08 10:40:00,7,3213.59,459.0842857142857,2,318,4,4,4,12,Champions,1
15444,2011-10-30 16:12:00,2011-11-30 17:37:00,2,1411.21,705.605,9,31,4,2,3,9,New / Promising,1
15445,2011-03-20 15:06:00,2011-03-20 15:06:00,1,113.5,113.5,264,0,1,1,1,3,Other,0
15447,2011-01-13 11:26:00,2011-01-13 11:26:00,1,155.17,155.17,331,0,1,1,1,3,Other,0
15448,2011-01-31 10:42:00,2011-01-31 10:42:00,1,494.64,494.64,313,0,1,1,2,4,Other,0
15449,2011-03-23 10:43:00,2011-11-13 15:02:00,3,974.52,324.84,26,235,3,3,3,9,Loyal Customers,1
15450,2011-11-09 17:11:00,2011-11-09 17:11:00,1,429.84,429.84,30,0,3,1,2,6,New / Promising,0
15452,2011-03-20 15:21:00,2011-11-10 12:13:00,3,528.48,176.16,30,234,3,3,2,8,Loyal Customers,0
15453,2011-06-05 12:37:00,2011-12-08 10:59:00,7,1371.77,195.96714285714285,2,185,4,4,3,11,Champions,1
15454,2010-12-12 14:21:00,2010-12-12 14:21:00,1,179.1,179.1,362,0,1,1,1,3,Other,0
15456,2010-12-15 15:34:00,2011-03-01 13:51:00,3,434.59,144.86333333333332,283,75,1,3,2,6,At Risk,0
15457,2011-03-22 15:31:00,2011-03-22 15:31:00,1,237.07,237.07,262,0,1,1,1,3,Other,0
15458,2011-11-14 13:08:00,2011-11-14 13:08:00,1,161.64,161.64,25,0,3,1,1,5,New / Promising,0
15460,2010-12-20 16:08:00,2010-12-20 16:08:00,1,214.26,214.26,354,0,1,1,1,3,Other,0
15462,2011-06-05 15:36:00,2011-09-06 13:11:00,3,234.6,78.2,94,92,2,3,1,6,At Risk,0
15463,2011-11-10 12:57:00,2011-11-10 12:57:00,1,126.14,126.14,29,0,3,1,1,5,New / Promising,0
15464,2011-01-05 15:56:00,2011-01-05 15:56:00,1,1044.65,1044.65,338,0,1,1,3,5,Other,0
15465,2010-12-05 10:12:00,2011-11-20 10:11:00,18,7354.62,408.59,20,349,3,4,4,11,Loyal Customers,1
15466,2011-09-15 14:08:00,2011-09-15 14:08:00,1,334.53,334.53,85,0,2,1,2,5,Other,0
15467,2011-07-10 14:42:00,2011-11-30 14:17:00,3,524.88,174.96,9,142,4,3,2,9,Loyal Customers,1
15468,2011-10-19 13:38:00,2011-10-19 13:49:00,2,467.51,233.755,51,0,2,2,2,6,Other,0
15469,2011-08-11 16:54:00,2011-10-20 16:21:00,2,538.55,269.275,50,69,3,2,2,7,New / Promising,0
15471,2011-12-07 14:12:00,2011-12-07 14:12:00,1,454.48,454.48,2,0,4,1,2,7,New / Promising,0
15472,2011-08-18 15:17:00,2011-08-18 15:17:00,1,371.56,371.56,113,0,2,1,2,5,Other,0
15473,2011-10-10 11:12:00,2011-11-25 15:15:00,7,1771.2,253.02857142857144,14,46,4,4,4,12,Champions,1
15475,2011-09-23 15:20:00,2011-09-23 15:20:00,1,454.11,454.11,77,0,2,1,2,5,Other,0
15478,2011-10-14 11:09:00,2011-10-30 14:19:00,2,1399.92,699.96,40,16,3,2,3,8,New / Promising,0
15480,2011-08-15 14:32:00,2011-08-15 14:32:00,1,905.5,905.5,116,0,2,1,3,6,Other,0
15482,2010-12-16 10:08:00,2011-11-24 10:46:00,12,10879.76,906.6466666666666,16,343,4,4,4,12,Champions,1
15483,2011-03-18 12:26:00,2011-07-01 13:07:00,4,225.26,56.315,161,105,1,3,1,5,At Risk,0
15484,2011-09-22 13:31:00,2011-12-08 15:03:00,4,3590.41,897.6025,1,77,4,3,4,11,Loyal Customers,1
15485,2010-12-01 13:23:00,2011-11-09 14:31:00,3,2564.5,854.8333333333334,30,343,3,3,4,10,Loyal Customers,1
15488,2011-09-08 10:11:00,2011-09-08 10:11:00,1,91.32000000000001,91.32000000000001,93,0,2,1,1,4,Other,0
15489,2011-05-12 12:54:00,2011-11-17 08:53:00,3,1134.28,378.0933333333333,23,188,3,3,3,9,Loyal Customers,1
15491,2011-04-18 10:04:00,2011-09-05 15:56:00,6,3100.09,516.6816666666667,95,140,2,4,4,10,At Risk,1
15492,2011-09-26 14:02:00,2011-11-11 14:53:00,2,659.46,329.73,28,46,3,2,2,7,New / Promising,0
15493,2011-03-14 11:44:00,2011-11-07 12:04:00,5,1953.4099999999999,390.68199999999996,33,238,3,4,4,11,Loyal Customers,1
15494,2011-08-10 15:29:00,2011-11-18 14:51:00,2,1280.5800000000002,640.2900000000001,21,99,3,2,3,8,New / Promising,1
15497,2011-01-24 10:01:00,2011-11-22 11:51:00,2,1262.2,631.1,18,302,3,2,3,8,New / Promising,1
15498,2010-12-08 12:29:00,2011-12-07 12:48:00,27,13316.4,493.2,3,364,4,4,4,12,Champions,1
15500,2011-09-19 13:47:00,2011-12-01 13:47:00,4,1131.56,282.89,8,73,4,3,3,10,Loyal Customers,1
15502,2010-12-05 15:40:00,2011-11-24 12:48:00,12,10384.93,865.4108333333334,16,353,4,4,4,12,Champions,1
15503,2010-12-12 10:57:00,2010-12-12 10:57:00,1,141.04,141.04,363,0,1,1,1,3,Other,0
15504,2011-09-19 13:45:00,2011-09-19 13:45:00,1,52.83,52.83,81,0,2,1,1,4,Other,0
15505,2011-07-07 13:33:00,2011-10-18 07:56:00,5,3610.96,722.192,53,102,2,4,4,10,At Risk,1
15506,2011-07-24 11:45:00,2011-11-17 12:11:00,3,972.0799999999999,324.02666666666664,23,116,3,3,3,9,Loyal Customers,1
15507,2011-06-21 11:19:00,2011-06-21 11:19:00,1,475.86,475.86,172,0,1,1,2,4,Other,0
15508,2011-04-18 15:31:00,2011-06-03 15:43:00,6,1000.27,166.71166666666667,189,46,1,4,3,8,At Risk,0
15510,2011-01-13 12:10:00,2011-01-13 12:10:00,1,250.0,250.0,331,0,1,1,1,3,Other,0
15511,2011-09-15 15:05:00,2011-11-28 09:43:00,5,900.53,180.106,12,73,4,4,3,11,Champions,1
15512,2010-12-15 12:01:00,2011-07-07 10:20:00,2,120.99999999999999,60.49999999999999,156,203,1,2,1,4,Other,0
15513,2010-12-01 11:22:00,2011-11-06 14:36:00,19,14758.220000000001,776.7484210526317,33,340,3,4,4,11,Loyal Customers,1
15514,2010-12-10 13:50:00,2011-11-27 14:40:00,11,4023.72,365.79272727272723,12,352,4,4,4,12,Champions,1
15516,2011-10-24 11:33:00,2011-10-26 10:51:00,3,62.43,20.81,45,1,3,3,1,7,Loyal Customers,0
15517,2011-04-20 14:02:00,2011-04-20 14:02:00,1,267.03,267.03,233,0,1,1,1,3,Other,0
15518,2011-01-11 12:55:00,2011-10-06 13:05:00,8,1921.55,240.19375,64,268,2,4,4,10,At Risk,1
15520,2011-12-08 10:58:00,2011-12-08 10:58:00,1,343.5,343.5,2,0,4,1,2,7,New / Promising,0
15521,2011-03-30 09:15:00,2011-10-30 13:42:00,8,3000.2,375.025,40,214,3,4,4,11,Loyal Customers,1
15522,2011-09-13 12:26:00,2011-11-07 11:26:00,2,397.99,198.995,33,54,3,2,2,7,New / Promising,0
15523,2011-09-16 16:29:00,2011-09-16 16:29:00,1,412.01,412.01,84,0,2,1,2,5,Other,0
15524,2011-11-15 12:09:00,2011-11-15 12:09:00,1,440.0,440.0,25,0,3,1,2,6,New / Promising,0
15525,2010-12-01 13:17:00,2011-12-07 14:43:00,3,734.37,244.79,2,371,4,3,3,10,Loyal Customers,1
15526,2011-11-06 15:01:00,2011-11-06 15:04:00,2,148.44,74.22,33,0,3,2,1,6,New / Promising,0
15527,2010-12-20 14:15:00,2011-11-21 12:17:00,8,2428.53,303.56625,19,335,3,4,4,11,Loyal Customers,1
15528,2011-03-30 16:14:00,2011-03-30 16:14:00,1,229.33,229.33,254,0,1,1,1,3,Other,0
15529,2010-12-08 12:24:00,2011-11-17 11:29:00,11,3962.6,360.23636363636365,23,343,3,4,4,11,Loyal Customers,1
15530,2011-04-07 11:16:00,2011-11-18 12:25:00,4,1497.31,374.3275,22,225,3,3,3,9,Loyal Customers,1
15531,2011-11-09 17:47:00,2011-12-01 18:43:00,2,1972.3899999999999,986.1949999999999,8,22,4,2,4,10,New / Promising,1
15532,2010-12-16 16:45:00,2011-11-14 14:51:00,4,1564.73,391.1825,25,332,3,3,3,9,Loyal Customers,1
15533,2011-09-11 15:41:00,2011-11-20 15:35:00,3,807.5699999999999,269.19,19,69,3,3,3,9,Loyal Customers,1
15535,2011-01-16 12:35:00,2011-06-19 16:02:00,4,502.9,125.725,173,154,1,3,2,6,At Risk,0
15537,2011-06-29 13:10:00,2011-06-29 13:10:00,1,110.92,110.92,163,0,1,1,1,3,Other,0
15539,2011-12-02 13:36:00,2011-12-02 13:36:00,1,538.46,538.46,7,0,4,1,2,7,New / Promising,0
15540,2011-11-28 13:51:00,2011-11-28 13:51:00,1,213.3,213.3,11,0,4,1,1,6,New / Promising,0
15541,2011-08-17 14:58:00,2011-08-17 14:58:00,1,85.13000000000001,85.13000000000001,114,0,2,1,1,4,Other,0
15543,2011-02-24 15:26:00,2011-02-24 15:26:00,1,127.86,127.86,288,0,1,1,1,3,Other,0
15544,2010-12-02 12:47:00,2011-11-30 16:43:00,9,3546.71,394.0788888888889,9,363,4,4,4,12,Champions,1
15545,2010-12-03 17:28:00,2011-10-16 13:24:00,2,288.96999999999997,144.48499999999999,54,316,2,2,1,5,Other,0
15547,2010-12-12 13:26:00,2011-12-02 12:52:00,14,4910.6,350.75714285714287,7,354,4,4,4,12,Champions,1
15549,2011-01-27 15:38:00,2011-09-23 16:22:00,3,1681.46,560.4866666666667,77,239,2,3,4,9,At Risk,0
15550,2011-02-11 12:49:00,2011-12-05 15:38:00,4,575.63,143.9075,4,297,4,3,2,9,Loyal Customers,1
15551,2011-11-03 12:37:00,2011-11-03 12:37:00,1,436.06,436.06,37,0,3,1,2,6,New / Promising,0
15552,2011-05-06 14:47:00,2011-05-06 14:47:00,1,90.12,90.12,217,0,1,1,1,3,Other,0
15553,2011-10-10 14:02:00,2011-10-10 14:02:00,1,428.93,428.93,60,0,2,1,2,5,Other,0
15554,2011-03-07 09:00:00,2011-03-07 09:00:00,1,217.2,217.2,278,0,1,1,1,3,Other,0
15555,2010-12-05 14:45:00,2011-11-27 16:19:00,16,4794.86,299.67875,12,357,4,4,4,12,Champions,1
15556,2011-11-15 16:08:00,2011-11-15 16:08:00,1,279.77,279.77,24,0,3,1,1,5,New / Promising,0
15557,2011-11-11 12:46:00,2011-11-11 12:46:00,1,468.91,468.91,29,0,3,1,2,6,New / Promising,0
15561,2011-05-08 11:38:00,2011-11-28 11:07:00,4,800.59,200.1475,12,203,4,3,3,10,Loyal Customers,1
15562,2010-12-23 09:55:00,2010-12-23 09:55:00,1,134.55,134.55,352,0,1,1,1,3,Other,0
15563,2010-12-16 11:27:00,2011-11-17 14:50:00,4,1400.44,350.11,22,336,3,3,3,9,Loyal Customers,1
15565,2011-09-30 10:44:00,2011-10-20 14:33:00,2,173.16000000000003,86.58000000000001,50,20,3,2,1,6,New / Promising,0
15567,2011-11-21 10:48:00,2011-11-21 10:48:00,1,186.01,186.01,19,0,3,1,1,5,New / Promising,0
15568,2011-09-27 14:37:00,2011-12-07 11:27:00,3,758.2900000000001,252.76333333333335,3,70,4,3,3,10,Loyal Customers,1
15569,2011-01-11 13:26:00,2011-08-28 10:15:00,5,1375.71,275.142,104,228,2,4,3,9,At Risk,1
15570,2010-12-05 12:57:00,2011-12-02 14:47:00,12,4148.82,345.73499999999996,7,362,4,4,4,12,Champions,1
15571,2011-09-22 13:15:00,2011-11-28 10:02:00,4,650.4300000000001,162.60750000000002,12,66,4,3,2,9,Loyal Customers,1
15572,2011-03-06 14:44:00,2011-12-05 10:09:00,7,2533.42,361.9171428571429,5,273,4,4,4,12,Champions,1
15573,2011-09-15 12:16:00,2011-11-08 11:38:00,2,591.1899999999999,295.59499999999997,32,53,3,2,2,7,New / Promising,0
15574,2010-12-02 15:46:00,2011-06-15 12:01:00,4,675.64,168.91,178,194,1,3,3,7,At Risk,0
15576,2011-11-02 12:03:00,2011-11-02 12:03:00,1,921.37,921.37,38,0,3,1,3,7,New / Promising,0
15577,2011-02-07 13:32:00,2011-07-11 17:03:00,3,258.88,86.29333333333334,151,154,1,3,1,5,At Risk,0
15578,2011-06-30 13:03:00,2011-06-30 13:03:00,1,127.1,127.1,162,0,1,1,1,3,Other,0
15579,2011-01-30 12:09:00,2011-10-02 12:45:00,2,327.6,163.8,69,245,2,2,2,6,Other,0
15581,2010-12-08 14:38:00,2011-08-11 09:38:00,13,3675.77,282.7515384615385,121,245,2,4,4,10,At Risk,1
15582,2011-05-03 13:36:00,2011-11-15 09:55:00,3,682.9100000000001,227.63666666666668,25,195,3,3,3,9,Loyal Customers,0
15584,2011-06-30 16:39:00,2011-11-16 10:55:00,4,720.86,180.215,24,138,3,3,3,9,Loyal Customers,1
15585,2011-06-16 08:38:00,2011-06-16 08:38:00,1,455.3,455.3,177,0,1,1,2,4,Other,0
15587,2010-12-23 09:59:00,2011-10-20 13:37:00,4,913.68,228.42,50,301,3,3,3,9,Loyal Customers,1
15589,2011-02-02 10:46:00,2011-03-29 09:54:00,3,478.53,159.51,256,54,1,3,2,6,At Risk,0
15592,2011-10-24 08:59:00,2011-10-24 08:59:00,1,388.58,388.58,47,0,3,1,2,6,New / Promising,0
15593,2011-09-30 11:46:00,2011-09-30 11:46:00,1,199.8,199.8,71,0,2,1,1,4,Other,0
15594,2011-04-19 10:08:00,2011-11-24 08:53:00,5,1771.78,354.356,16,218,4,4,4,12,Champions,1
15596,2010-12-09 16:10:00,2011-08-31 10:55:00,5,1406.59,281.318,101,264,2,4,3,9,At Risk,1
15597,2011-11-04 13:26:00,2011-11-04 13:26:00,1,324.57,324.57,35,0,3,1,2,6,New / Promising,0
15598,2011-10-17 16:04:00,2011-10-17 16:04:00,1,240.68,240.68,53,0,2,1,1,4,Other,0
15599,2011-05-19 13:05:00,2011-11-13 11:44:00,2,761.74,380.87,27,177,3,2,3,8,New / Promising,0
15601,2010-12-02 10:39:00,2011-11-28 15:15:00,14,6776.56,484.04,11,361,4,4,4,12,Champions,1
15602,2010-12-06 15:35:00,2011-12-01 14:14:00,9,1297.87,144.20777777777778,8,359,4,4,3,11,Champions,1
15603,2011-09-22 10:04:00,2011-09-22 10:04:00,1,48.480000000000004,48.480000000000004,79,0,2,1,1,4,Other,0
15604,2011-10-18 14:47:00,2011-10-18 14:47:00,1,216.39,216.39,52,0,2,1,1,4,Other,0
15605,2010-12-01 13:38:00,2011-11-03 14:17:00,5,1198.23,239.64600000000002,36,337,3,4,3,10,Loyal Customers,1
15606,2011-01-19 12:07:00,2011-10-09 15:47:00,9,2920.16,324.4622222222222,61,263,2,4,4,10,At Risk,1
15607,2011-01-07 12:44:00,2011-01-07 12:44:00,1,104.76,104.76,337,0,1,1,1,3,Other,0
